OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2018-074D","ARIANE 5 DEB (SYLDA)","43635","FR","631.82","5.95","35753","272","","0","2018-09-25",""
"2018-074C","ARIANE 5 R/B","43634","FR","631.26","5.94","35727","269","","0","2018-09-25",""
"2018-074B","OBJECT B","43633","TBD","630.64","5.95","35693","272","","0","2018-09-25",""
"2018-074A","OBJECT A","43632","TBD","728.26","3.57","35944","4927","","0","2018-09-25",""
"2013-065D","CZ-4C R/B DEB","43631","PRC","104.59","100.60","1135","815","","0","2013-11-20",""
"2018-073A","HTV-7","43630","JPN","92.68","51.64","409","403","","0","2018-09-22",""
"2013-065G","CZ-4C R/B DEB","43629","PRC","106.25","100.92","1144","962","","0","2013-11-20",""
"2013-065F","CZ-4C R/B DEB","43628","PRC","103.00","100.50","1102","699","","0","2013-11-20",""
"2013-065E","CZ-4C R/B DEB","43627","PRC","104.48","100.55","1134","806","","0","2013-11-20",""
"2016-056C","OFEQ 11 DEB","43626","ISRA","93.47","141.96","446","443","SMALL","0","2016-09-13",""
"2018-072D","YZ-1 R/B","43625","PRC","811.45","54.79","22699","22181","","0","2018-09-19",""
"2018-072C","CZ-3B R/B","43624","PRC","326.20","54.97","18434","203","LARGE","0","2018-09-19",""
"2018-072B","BEIDOU 3M14","43623","PRC","787.31","54.97","22193","21538","","0","2018-09-19",""
"2018-072A","BEIDOU 3M13","43622","PRC","787.20","54.97","22193","21533","","0","2018-09-19",""
"1998-067PM","REMDEB-NET","43621","UK","92.54","51.65","401","397","MEDIUM","0","1998-11-20",""
"2018-071C","PSLV R/B","43620","IND","96.60","97.71","617","574","LARGE","0","2018-09-16",""
"2018-071B","NOVASAR 1","43619","UK","96.34","97.82","593","574","LARGE","0","2018-09-16",""
"2018-071A","SSTL S1-4","43618","UK","96.33","97.82","592","574","LARGE","0","2018-09-16",""
"2018-070E","OBJECT E","43617","US","93.73","93.02","467","447","SMALL","0","2018-09-15",""
"2018-070D","OBJECT D","43616","US","93.73","93.02","467","447","SMALL","0","2018-09-15",""
"2018-070C","OBJECT C","43615","US","93.74","93.02","467","448","SMALL","0","2018-09-15",""
"2018-070B","OBJECT B","43614","US","93.74","93.02","467","448","SMALL","0","2018-09-15",""
"2018-070A","ICESAT-2","43613","US","93.83","92.00","465","458","LARGE","0","2018-09-15",""
"2018-069B","FALCON 9 R/B","43612","US","320.98","27.02","18053","249","LARGE","0","2018-09-10",""
"2018-069A","TELSTAR 18V","43611","CA","1436.07","0.07","35794","35778","LARGE","0","2018-09-10",""
"2018-068B","CZ-2C R/B","43610","PRC","99.04","98.60","777","649","LARGE","0","2008-09-07",""
"2018-068A","HAIYANG 1C","43609","PRC","100.41","98.60","786","770","LARGE","0","2018-09-07",""
"2010-007AK","SL-12 DEB","43608","CIS","342.80","65.76","18897","797","SMALL","0","2010-03-01",""
"2010-007AJ","SL-12 DEB","43607","CIS","319.44","65.40","17886","316","SMALL","0","2010-03-01",""
"2010-007AH","SL-12 DEB","43606","CIS","338.21","65.40","18958","446","SMALL","0","2010-03-01",""
"2018-067D","YZ-1 R/B","43605","PRC","805.37","54.76","22400","22191","","0","2018-08-24",""
"2018-067C","CZ-3B R/B","43604","PRC","326.58","55.00","18485","177","LARGE","0","2018-08-24",""
"2018-067B","BEIDOU 3M12","43603","PRC","773.23","55.01","21538","21518","","0","2018-08-24",""
"2018-067A","BEIDOU 3M11","43602","PRC","773.23","55.01","21543","21513","LARGE","0","2018-08-24",""
"2016-049F","CZ-4C DEB","43601","PRC","98.66","98.49","789","600","SMALL","0","2016-08-09",""
"2018-066A","AEOLUS","43600","ESA","90.80","96.74","317","311","LARGE","0","2018-08-22",""
"1998-067PL","ISS DEB (INSULATION)","43599","CIS","92.46","51.64","398","392","SMALL","0","1998-11-20",""
"1998-067PK","OBJECT PK","43598","CIS","92.60","51.64","404","400","SMALL","0","1998-11-20",""
"1998-067PJ","OBJECT PJ","43597","CIS","92.60","51.64","404","400","SMALL","0","1998-11-20",""
"1998-067PH","OBJECT PH","43596","CIS","92.61","51.64","405","400","SMALL","0","1998-11-20",""
"1998-067PG","OBJECT PG","43595","CIS","92.60","51.64","404","400","SMALL","0","1998-11-20",""
"2018-065A","PARKER SOLAR PROBE","43592","US","","","","","","0","2018-08-12","HELIOCENTRIC ORBIT (SUN)"
"1998-067PF","OBJECT PF","43591","TBD","92.57","51.64","404","397","SMALL","0","1998-11-20",""
"1998-067PE","OBJECT PE","43590","TBD","92.57","51.64","404","397","SMALL","0","1998-11-20",""
"1998-067PD","OBJECT PD","43589","TBD","92.58","51.64","404","397","SMALL","0","1998-11-20",""
"2018-064B","FALCON 9 R/B","43588","US","507.19","26.95","29223","155","LARGE","0","2018-08-07",""
"2018-064A","TELKOM-4","43587","INDO","1436.11","0.03","35793","35781","LARGE","0","2018-08-07",""
"2018-063B","CZ-4B R/B","43586","PRC","90.33","97.36","369","212","LARGE","0","2018-07-31",""
"2018-063A","GAOFEN 11","43585","PRC","93.54","97.42","654","241","LARGE","0","2018-07-31",""
"2018-062D","YZ-1 R/B","43584","PRC","805.06","55.01","22374","22204","","0","2018-07-29",""
"2018-062C","CZ-3B R/B","43583","PRC","324.85","54.98","18369","183","LARGE","0","2018-07-29",""
"2018-062B","BEIDOU 3M10","43582","PRC","773.23","54.95","21540","21516","","0","2018-07-29",""
"2018-062A","BEIDOU 3M9","43581","PRC","773.23","54.95","21546","21509","LARGE","0","2018-07-29",""
"2010-007AG","SL-12 DEB","43580","CIS","344.80","66.01","19279","541","SMALL","0","2010-03-01",""
"2010-007AF","SL-12 DEB","43579","CIS","343.28","65.63","19329","395","SMALL","0","2010-03-01",""
"2018-061K","IRIDIUM 159","43578","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061J","IRIDIUM 164","43577","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061H","IRIDIUM 156","43576","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061G","IRIDIUM 163","43575","US","100.40","86.40","780","776","LARGE","0","2018-07-25",""
"2018-061F","IRIDIUM 154","43574","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061E","IRIDIUM 155","43573","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061D","IRIDIUM 165","43572","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061C","IRIDIUM 158","43571","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061B","IRIDIUM 166","43570","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-061A","IRIDIUM 160","43569","US","100.40","86.40","779","776","LARGE","0","2018-07-25",""
"2018-060E","ARIANE 5 R/B","43568","FR","831.28","56.30","22917","22898","","0","2018-07-25",""
"2018-060D","GALILEO 24 (2C0)","43567","ESA","840.30","56.36","23151","23087","LARGE","0","2018-07-25",""
"2018-060C","GALILEO 23 (2C9)","43566","ESA","845.54","56.38","23253","23231","","0","2018-07-25",""
"2018-060B","GALILEO 26 (2C2)","43565","ESA","836.70","56.37","23050","23020","LARGE","0","2018-07-25",""
"2018-060A","GALILEO 25 (2C1)","43564","ESA","834.23","56.37","22982","22972","LARGE","0","2018-07-25",""
"2018-059B","FALCON 9 R/B","43563","US","317.44","27.00","17847","227","LARGE","0","2018-07-22",""
"2018-059A","TELSTAR 19V","43562","CA","1436.10","0.01","35800","35774","LARGE","0","2018-07-22",""
"2018-046H","LEMUR 2 YUASA","43561","US","94.24","51.64","487","476","SMALL","0","2018-05-21",""
"2018-046G","LEMUR 2 TOMHENDERSON","43560","US","94.24","51.64","487","476","SMALL","0","2018-05-21",""
"2018-046F","LEMUR 2 ALEXANDER","43559","US","94.24","51.64","487","476","SMALL","0","2018-05-21",""
"2018-046E","LEMUR 2 VU","43558","US","94.24","51.64","487","476","SMALL","0","2018-05-21",""
"2018-046D","AEROCUBE 12B","43557","US","94.25","51.64","488","477","MEDIUM","0","2018-05-21",""
"2018-046C","AEROCUBE 12A","43556","US","94.25","51.64","488","476","MEDIUM","0","2018-05-21",""
"2018-056J","CZ-2C DEB","43555","PRC","96.58","98.07","610","580","SMALL","0","2018-07-09",""
"1998-067PC","OBJECT PC","43554","TBD","92.54","51.64","403","395","SMALL","0","1998-11-20",""
"1998-067PB","OBJECT PB","43553","TBD","92.56","51.64","404","396","SMALL","0","1998-11-20",""
"1998-067PA","OBJECT PA","43552","TBD","92.55","51.64","403","396","SMALL","0","1998-11-20",""
"1998-067NZ","OBJECT NZ","43551","TBD","92.54","51.64","403","395","SMALL","0","1998-11-20",""
"1998-067NY","OBJECT NY","43550","TBD","92.53","51.64","401","396","MEDIUM","0","1998-11-20",""
"1998-067NX","HALOSAT","43549","US","92.57","51.64","404","397","MEDIUM","0","1998-11-20",""
"1998-067NW","OBJECT NW","43548","TBD","92.57","51.64","404","397","MEDIUM","0","1998-11-20",""
"1998-067NV","TEMPEST-D","43547","US","92.59","51.64","405","398","MEDIUM","0","1998-11-20",""
"1998-067NU","CUBERRT","43546","US","92.55","51.64","403","396","MEDIUM","0","1998-11-20",""
"2010-007AE","SL-12 DEB","43545","CIS","347.27","65.52","19348","628","SMALL","0","2010-03-01",""
"2010-007AD","SL-12 DEB","43544","CIS","289.52","65.54","16059","179","SMALL","0","2010-03-01",""
"2010-007AC","SL-12 DEB","43543","CIS","343.20","66.00","19214","505","SMALL","0","2010-03-01",""
"2010-007AB","SL-12 DEB","43542","CIS","345.30","65.38","19431","421","SMALL","0","2010-03-01",""
"2007-052AH","SL-12 DEB","43541","CIS","339.20","64.77","19130","337","MEDIUM","0","2007-10-26",""
"2018-057B","CZ-3A R/B","43540","PRC","624.71","55.02","35420","238","LARGE","0","2018-07-09",""
"2018-057A","BEIDOU IGSO-7","43539","PRC","1436.18","55.04","35879","35698","","0","2018-07-09",""
"2018-058A","PROGRESS MS-09","43537","CIS","92.68","51.64","409","403","","0","2018-07-09",""
"2018-056F","CZ-2C DEB","43534","PRC","96.79","98.04","624","586","LARGE","0","2018-07-09",""
"2018-056D","CZ-2C R/B","43532","PRC","92.59","98.05","570","234","LARGE","0","2018-07-09",""
"2018-056C","CZ-2C DEB","43531","PRC","91.53","97.81","432","268","LARGE","0","2018-07-09",""
"2018-056B","PRSS 1","43530","PAKI","97.51","98.06","641","638","LARGE","0","2018-07-09",""
"2018-056A","PAKTES 1A","43529","PAKI","96.82","98.04","626","587","LARGE","0","2018-07-09",""
"2010-007AA","SL-12 DEB","43528","CIS","344.81","64.85","19206","614","SMALL","0","2010-03-01",""
"2010-007Z","SL-12 DEB","43527","CIS","344.67","64.94","19202","609","MEDIUM","0","2010-03-01",""
"2010-007Y","SL-12 DEB","43526","CIS","343.20","65.18","19294","425","SMALL","0","2010-03-01",""
"2010-007X","SL-12 DEB","43525","CIS","327.13","66.07","18391","307","SMALL","0","2010-03-01",""
"2018-054D","CZ-2C R/B","43521","PRC","95.34","35.15","593","476","LARGE","0","2018-06-27",""
"2018-054C","CZ-2C DEB","43520","PRC","94.15","35.00","483","472","LARGE","0","2018-06-27",""
"2018-054B","XJS B","43519","PRC","94.23","35.01","485","477","LARGE","0","2018-06-27",""
"2018-054A","XJS A","43518","PRC","94.23","35.02","485","478","LARGE","0","2018-06-27",""
"1969-013V","TITAN 3C TRANSTAGE DEB","43517","US","1526.62","6.33","37938","37143","","0","1969-02-09",""
"1969-013U","TITAN 3C TRANSTAGE DEB","43516","US","1492.06","5.64","37276","36474","","0","1969-02-09",""
"1969-013T","TITAN 3C TRANSTAGE DEB","43515","US","1508.80","5.60","38602","35794","","0","1969-02-09",""
"1969-013S","TITAN 3C TRANSTAGE DEB","43514","US","1472.26","5.62","37228","35755","","0","1969-02-09",""
"1969-013R","TITAN 3C TRANSTAGE DEB","43513","US","1511.68","6.63","37412","37095","","0","1969-02-09",""
"1969-013Q","TITAN 3C TRANSTAGE DEB","43512","US","1515.53","6.67","37676","36979","","0","1969-02-09",""
"1998-067NT","REMOVEDEBRIS","43510","UK","92.60","51.64","404","400","MEDIUM","0","1998-11-20",""
"2018-053B","FREGAT R/B","43509","CIS","688.28","64.88","19678","19212","LARGE","0","2018-06-16",""
"2018-053A","COSMOS 2527 (GLONASS)","43508","CIS","675.73","64.82","19148","19112","LARGE","0","2018-06-16",""
"2018-025E","CZ-2D DEB","43507","PRC","93.79","97.24","495","425","SMALL","0","2018-03-17",""
"2018-025D","CZ-2D DEB","43506","PRC","94.08","97.47","502","445","SMALL","0","2018-03-17",""
"2018-025C","CZ-2D DEB","43505","PRC","94.83","97.49","524","497","SMALL","0","2018-03-17",""
"2017-084E","CZ-2D DEB","43504","PRC","94.76","97.57","518","495","SMALL","0","2017-12-23",""
"2008-061D","YAOGAN 4 DEB","43503","PRC","95.98","97.72","615","516","SMALL","0","2008-12-01",""
"1990-055E","SL-6 DEB","43502","CIS","92.08","62.77","406","347","SMALL","0","1990-06-21",""
"1987-101F","COSMOS 1900 DEB","43501","CIS","98.94","66.09","730","687","SMALL","0","1987-12-12",""
"1987-101E","COSMOS 1900 DEB","43500","CIS","98.89","66.09","727","684","SMALL","0","1987-12-12",""
"1987-101D","COSMOS 1900 DEB","43499","CIS","98.91","66.08","728","685","SMALL","0","1987-12-12",""
"1998-067NS","ISS DEB","43498","CIS","92.30","51.64","389","386","SMALL","0","1998-11-20",""
"2018-050C","FENGYUN 2H AKM","43497","PRC","1438.88","2.16","36200","35482","","0","2018-06-05",""
"2018-052B","H-2A R/B","43496","JPN","","","","","","0","2018-06-12",""
"2018-052A","IGS R-6","43495","JPN","","","","","","0","2018-06-12",""
"2018-051A","SOYUZ MS-09","43493","CIS","92.68","51.64","409","403","LARGE","0","2018-06-06",""
"2018-050B","CZ-3A R/B","43492","PRC","644.69","24.83","36338","347","LARGE","0","2018-06-05",""
"2018-050A","FENGYUN 2H","43491","PRC","1436.10","2.11","35805","35768","","0","2018-06-05",""
"2018-048E","CZ-2D DEB","43490","PRC","97.63","98.17","669","621","SMALL","0","2018-06-02",""
"2018-049B","FALCON 9 R/B","43489","US","1123.64","26.32","58529","320","LARGE","0","2018-06-04",""
"2018-049A","SES-12","43488","SES","1518.42","3.61","54957","19809","LARGE","0","2018-06-04",""
"2018-048D","CZ-2D DEB","43487","PRC","97.64","97.90","669","622","SMALL","0","2018-06-02",""
"2018-048C","CZ-2D R/B","43486","PRC","97.42","97.92","647","624","SMALL","0","2018-06-02",""
"2018-048B","LUOJIA-1 01","43485","PRC","97.53","98.05","648","633","MEDIUM","0","2018-06-02",""
"2018-048A","GAOFEN 6","43484","PRC","97.53","98.04","646","635","LARGE","0","2018-06-02",""
"2018-047H","FALCON 9 DEB","43483","US","91.04","89.03","342","310","SMALL","0","2018-05-22",""
"2018-047G","IRIDIUM 162","43482","US","99.77","86.46","749","746","LARGE","0","2018-05-22",""
"2018-047F","IRIDIUM 110","43481","US","100.40","86.40","779","776","LARGE","0","2018-05-22",""
"2018-047E","IRIDIUM 147","43480","US","100.40","86.40","779","776","LARGE","0","2018-05-22",""
"2018-047D","IRIDIUM 152","43479","US","100.40","86.40","779","776","LARGE","0","2018-05-22",""
"2018-047C","IRIDIUM 161","43478","US","99.77","86.46","749","746","LARGE","0","2018-05-22",""
"2018-047B","GRACE-FO 2","43477","US","94.50","89.00","508","482","MEDIUM","0","2018-05-22",""
"2018-047A","GRACE-FO 1","43476","US","94.50","89.00","508","481","MEDIUM","0","2018-05-22",""
"2018-045C","LONGJIANG 2","43472","PRC","","","","","","0","2018-05-20","HELIOCENTRIC ORBIT (SUN)"
"2018-045B","LONGJIANG 1","43471","PRC","","","","","","0","2018-05-20","HELIOCENTRIC ORBIT (SUN)"
"2018-045A","QUEQIAO","43470","PRC","","","","","","0","2018-05-20","BARYCENTRIC ORBIT (EARTH-MOON)"
"2018-037D","BREEZE-M DEB","43469","CIS","1588.77","0.06","42333","35116","","0","2018-04-18",""
"1998-067NR","IRAZU","43468","CRI","92.41","51.64","394","392","SMALL","0","1998-11-20",""
"1998-067NQ","1KUNS-PF","43467","KEN","92.48","51.64","398","394","SMALL","0","1998-11-20",""
"1998-067NP","UBAKUSAT","43466","TURK","92.44","51.64","395","393","SMALL","0","1998-11-20",""
"2018-036G","USA 287","43465","US","","","","","","0","2018-04-14","NO ELEMENTS AVAILABLE"
"2018-044B","FALCON 9 R/B","43464","US","626.75","19.23","35471","293","LARGE","0","2018-05-11",""
"2018-044A","BANGABANDHUSAT-1","43463","BGD","1436.06","0.02","35796","35776","","0","2018-05-11",""
"2018-043B","CZ-4C R/B","43462","PRC","97.25","98.12","694","561","LARGE","0","2018-05-08",""
"2018-043A","GAOFEN-5","43461","PRC","98.78","98.13","701","699","LARGE","0","2018-05-08",""
"2018-042D","ATLAS 5 CENTAUR R/B","43460","US","","","","","","0","2018-05-05","HELIOCENTRIC ORBIT (SUN)"
"2018-042C","MARCO-B","43459","US","","","","","","0","2018-05-05","HELIOCENTRIC ORBIT (SUN)"
"2018-042B","MARCO-A","43458","US","","","","","","0","2018-05-05","HELIOCENTRIC ORBIT (SUN)"
"2018-042A","INSIGHT","43457","US","","","","","","0","2018-05-05","HELIOCENTRIC ORBIT (SUN)"
"1969-013P","TITAN 3C TRANSTAGE DEB","43456","US","1396.84","5.33","37466","32563","","0","1969-02-09",""
"1969-013N","TITAN 3C TRANSTAGE DEB","43455","US","1527.97","6.84","39614","35518","","0","1969-02-09",""
"1969-013M","TITAN 3C TRANSTAGE DEB","43454","US","1400.17","6.16","37275","32886","","0","1969-02-09",""
"1969-013L","TITAN 3C TRANSTAGE DEB","43453","US","1341.13","6.29","37628","30185","","0","1969-02-09",""
"1969-013K","TITAN 3C TRANSTAGE DEB","43452","US","1396.69","6.11","37522","32501","","0","1969-02-09",""
"2018-041B","CZ-3B R/B","43451","PRC","719.91","27.53","40236","224","LARGE","0","2018-05-03",""
"2018-041A","APSTAR 6C","43450","PRC","1436.07","0.01","35789","35783","LARGE","0","2018-05-03",""
"1969-013J","TITAN 3C TRANSTAGE DEB","43449","US","1490.84","5.77","37386","36317","","0","1969-02-09",""
"1969-013H","TITAN 3C TRANSTAGE DEB","43448","US","1459.38","6.24","37511","34972","","0","1969-02-09",""
"1969-013G","TITAN 3C TRANSTAGE DEB","43447","US","1482.39","6.00","37262","36114","","0","1969-02-09",""
"2018-036F","USA 286","43446","US","","","","","","0","2018-04-14","NO ELEMENTS AVAILABLE"
"2018-036E","USA 285","43445","US","","","","","","0","2018-04-14","NO ELEMENTS AVAILABLE"
"2018-040E","ZHUHAI-1 OHS-04","43443","PRC","94.87","97.39","517","508","MEDIUM","0","2018-04-26",""
"2018-040D","ZHUHAI-1 OHS-03","43442","PRC","94.87","97.39","517","507","MEDIUM","0","2018-04-26",""
"2018-040C","ZHUHAI-1 OHS-02","43441","PRC","94.86","97.40","520","504","MEDIUM","0","2018-04-26",""
"2018-040B","ZHUHAI-1 OVS-02","43440","PRC","94.86","97.39","521","503","MEDIUM","0","2018-04-26",""
"2018-040A","ZHUHAI-1 OHS-01","43439","PRC","94.86","97.39","521","503","MEDIUM","0","2018-04-26",""
"2018-039B","BREEZE-KM R/B","43438","CIS","96.21","98.68","751","403","LARGE","0","2018-04-25",""
"2018-039A","SENTINEL 3B","43437","ESA","100.93","98.63","803","802","LARGE","0","2018-04-25",""
"2018-038A","TESS","43435","US","13168.80","28.91","355637","1056","","0","2018-04-18",""
"2018-037C","BREEZE-M DEB (TANK)","43434","CIS","632.61","48.57","35753","312","LARGE","0","2018-04-18",""
"2018-037B","BREEZE-M R/B","43433","CIS","1590.90","0.30","41770","35759","","0","2018-04-18",""
"2018-037A","COSMOS 2526","43432","CIS","1436.10","0.01","35792","35781","LARGE","0","2018-04-18",""
"2017-034G","CZ-4B DEB","43431","PRC","98.94","43.10","867","548","SMALL","0","2017-06-15",""
"2017-034F","CZ-4B DEB","43430","PRC","99.19","43.01","893","547","SMALL","0","2017-06-15",""
"2016-043D","SJ 16-02 DEB","43429","PRC","100.34","74.97","947","603","SMALL","0","2016-06-29",""
"2016-043C","SJ 16-02 DEB","43428","PRC","101.01","74.97","1011","602","SMALL","0","2016-06-29",""
"2016-033E","NUSAT 1 DEB","43427","ARGN","97.50","97.48","787","491","SMALL","0","2016-05-30",""
"2015-078B","CZ-2D DEB","43426","PRC","97.47","97.40","783","492","SMALL","0","2015-12-17",""
"2015-040D","CZ-4C DEB","43425","PRC","108.94","100.41","1285","1070","SMALL","0","2015-08-27",""
"2015-040C","CZ-4C DEB","43424","PRC","109.93","100.33","1338","1108","SMALL","0","2015-08-27",""
"2015-030D","GAOFEN 8 DEB","43423","PRC","93.70","97.43","460","451","SMALL","0","2015-06-26",""
"2015-030C","GAOFEN 8 DEB","43422","PRC","93.73","97.43","460","454","SMALL","0","2015-06-26",""
"2014-080K","CZ-4C DEB","43421","PRC","107.14","63.41","1190","999","SMALL","0","2014-12-10",""
"2014-080J","CZ-4C DEB","43420","PRC","107.01","63.41","1185","992","SMALL","0","2014-12-10",""
"2014-080H","CZ-4C DEB","43419","PRC","107.01","63.41","1184","993","SMALL","0","2014-12-10",""
"2014-080G","CZ-4C DEB","43418","PRC","107.10","63.41","1188","997","SMALL","0","2014-12-10",""
"2014-016J","SENTINEL 1A DEB","43417","ESA","94.93","98.21","533","497","SMALL","0","2014-04-03",""
"2014-015F","DMSP 5D-3 F19 DEB","43416","US","101.62","98.77","840","830","SMALL","0","2014-04-03",""
"2014-015E","DMSP 5D-3 F19 DEB","43415","US","101.56","98.77","837","828","MEDIUM","0","2014-04-03",""
"2014-007D","BREEZE-M DEB","43414","CIS","760.26","14.19","34223","8207","SMALL","0","2014-02-14",""
"2013-068B","CZ-2D DEB","43413","PRC","100.09","97.97","855","671","SMALL","0","2013-11-25",""
"2013-065C","CZ-4C DEB","43412","PRC","109.32","100.49","1297","1094","SMALL","0","2013-11-20",""
"2013-052F","CZ-4C DEB","43411","PRC","100.95","98.67","807","800","SMALL","0","2013-09-23",""
"2013-052E","CZ-4C DEB","43410","PRC","104.79","98.84","1167","802","SMALL","0","2013-09-23",""
"2013-052D","CZ-4C DEB","43409","PRC","104.68","98.76","1157","802","SMALL","0","2013-09-23",""
"2013-052C","CZ-4C DEB","43408","PRC","104.38","98.77","1129","802","SMALL","0","2013-09-23",""
"2013-014D","BREEZE-M DEB","43407","CIS","751.91","14.24","34314","7711","SMALL","0","2013-04-15",""
"2012-073D","CZ-2D DEB","43406","PRC","97.16","97.95","695","550","SMALL","0","2012-12-18",""
"2012-073C","GOKTURK 2 DEB","43405","TURK","95.01","98.21","568","470","SMALL","0","2012-12-18",""
"2012-066G","CZ-4C DEB","43404","PRC","111.39","63.36","1371","1210","SMALL","0","2012-11-25",""
"2012-052C","CZ-2D DEB","43403","PRC","100.79","98.01","958","633","SMALL","0","2012-09-29",""
"2012-052B","CZ-2D DEB","43402","PRC","101.04","98.07","983","633","SMALL","0","2012-09-29",""
"2012-026N","BREEZE-M DEB","43401","CIS","819.13","12.33","34609","10634","SMALL","0","2012-05-17",""
"2012-026M","BREEZE-M DEB","43400","CIS","815.09","12.84","34383","10670","SMALL","0","2012-05-17",""
"2012-025S","H-2A DEB","43399","JPN","96.71","98.33","614","589","SMALL","0","2012-05-17",""
"2012-025R","H-2A DEB","43398","JPN","90.13","98.30","289","272","MEDIUM","0","2012-05-17",""
"2012-025Q","H-2A DEB","43397","JPN","93.83","98.40","472","452","MEDIUM","0","2012-05-17",""
"2012-002D","FENGYUN 2F DEB","43396","PRC","1436.59","2.11","36433","35160","SMALL","0","2012-01-13",""
"2011-001J","FREGAT DEB","43395","CIS","1399.92","4.62","35683","34468","SMALL","0","2011-01-20",""
"2010-023D","SERVIS 2 DEB","43394","CIS","108.44","100.43","1185","1124","SMALL","0","2010-06-02",""
"2010-023C","SERVIS 2 DEB","43393","CIS","108.52","100.38","1179","1138","SMALL","0","2010-06-02",""
"2009-055T","WORLDVIEW 2 DEB","43392","US","99.81","98.60","758","741","SMALL","0","2009-10-08",""
"2009-055S","WORLDVIEW 2 DEB","43391","US","99.34","98.69","750","704","SMALL","0","2009-10-08",""
"2009-055R","WORLDVIEW 2 DEB","43390","US","98.98","98.57","717","702","SMALL","0","2009-10-08",""
"2009-055Q","WORLDVIEW 2 DEB","43389","US","94.41","98.61","514","466","SMALL","0","2009-10-08",""
"2009-055P","WORLDVIEW 2 DEB","43388","US","96.63","98.61","622","573","SMALL","0","2009-10-08",""
"2009-055N","WORLDVIEW 2 DEB","43387","US","98.72","98.69","701","693","SMALL","0","2009-10-08",""
"2009-055M","WORLDVIEW 2 DEB","43386","US","99.39","98.45","752","707","SMALL","0","2009-10-08",""
"2009-009D","SL-23 DEB","43385","CIS","650.85","33.82","35841","1159","MEDIUM","0","2009-02-26",""
"2008-030G","ARIANE 5 DEB","43384","FR","628.33","2.23","35433","412","MEDIUM","0","2008-06-12",""
"2008-030F","ARIANE 5 DEB","43383","FR","625.27","1.59","35159","528","MEDIUM","0","2008-06-12",""
"2008-030E","ARIANE 5 DEB","43382","FR","587.20","1.58","33388","313","LARGE","0","2008-06-12",""
"2008-020C","SL-23 DEB","43381","CIS","858.14","56.87","25535","21535","SMALL","0","2008-04-27",""
"2007-052AG","SL-12 DEB","43380","CIS","337.03","64.12","19002","327","SMALL","0","2007-10-26",""
"2007-052AF","SL-12 DEB","43379","CIS","334.46","64.09","18788","378","SMALL","0","2007-10-26",""
"2007-052AE","SL-12 DEB","43378","CIS","336.59","64.23","18891","410","SMALL","0","2007-10-26",""
"2007-052AD","SL-12 DEB","43377","CIS","338.02","64.38","19012","379","SMALL","0","2007-10-26",""
"2007-052AC","SL-12 DEB","43376","CIS","351.78","65.14","19718","540","SMALL","0","2007-10-26",""
"2007-029S","SL-16 DEB","43375","CIS","102.83","70.91","982","803","SMALL","0","2007-06-29",""
"2007-029R","SL-16 DEB","43374","CIS","104.73","71.07","1147","817","SMALL","0","2007-06-29",""
"2003-061C","CZ-2C DEB","43373","PRC","407.93","18.65","23434","250","MEDIUM","0","2003-12-29",""
"2002-037BW","COSMOS 2392 DEB","43372","CIS","118.82","63.46","1905","1351","MEDIUM","0","2002-07-25",""
"2002-003F","H-2A DEB","43371","JPN","323.93","28.92","18036","456","SMALL","0","2002-02-04",""
"2001-056P","SL-16 DEB","43370","CIS","106.25","99.37","1153","953","SMALL","0","2001-12-10",""
"2001-056N","SL-16 DEB","43369","CIS","101.95","99.26","919","783","SMALL","0","2001-12-10",""
"2000-055UC","NOAA 16 DEB","43368","US","100.52","99.12","802","765","SMALL","0","2000-09-21",""
"1999-040Q","IUS DEB","43367","US","204.47","28.25","9678","560","SMALL","0","1999-07-23",""
"1999-040P","IUS DEB","43366","US","204.96","28.20","9666","609","SMALL","0","1999-07-23",""
"1999-040N","IUS DEB","43365","US","200.62","28.42","9607","341","SMALL","0","1999-07-23",""
"1999-040M","IUS DEB","43364","US","204.54","28.18","9562","680","SMALL","0","1999-07-23",""
"1999-040L","IUS DEB","43363","US","179.35","28.44","7818","496","SMALL","0","1999-07-23",""
"1999-040K","IUS DEB","43362","US","203.27","28.33","9679","469","SMALL","0","1999-07-23",""
"1999-040J","IUS DEB","43361","US","198.67","28.22","9335","466","SMALL","0","1999-07-23",""
"1999-040H","IUS DEB","43360","US","202.25","28.00","9277","794","SMALL","0","1999-07-23",""
"1999-025EYQ","FENGYUN 1C DEB","43359","PRC","102.46","99.19","943","807","SMALL","0","1999-05-10",""
"1999-025EYP","FENGYUN 1C DEB","43358","PRC","107.94","98.69","1417","846","SMALL","0","1999-05-10",""
