OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2001-058G","SL-14 R/B","27061","CIS","114.84","82.54","1481","1415","LARGE","0","2001-12-28",""
"2001-058F","GONETS D1 9","27060","CIS","114.01","82.54","1416","1405","MEDIUM","0","2001-12-28",""
"2001-058E","GONETS D1 8","27059","CIS","114.15","82.54","1419","1415","MEDIUM","0","2001-12-28",""
"2001-058D","GONETS D1 7","27058","CIS","114.10","82.54","1416","1413","MEDIUM","0","2001-12-28",""
"2001-058C","COSMOS 2386","27057","CIS","114.15","82.54","1418","1415","MEDIUM","0","2001-12-28",""
"2001-058B","COSMOS 2385","27056","CIS","114.24","82.54","1426","1416","MEDIUM","0","2001-12-28",""
"2001-058A","COSMOS 2384","27055","CIS","114.30","82.54","1432","1415","MEDIUM","0","2001-12-28",""
"1990-065V","CRRES DEB (CANISTER)","27052","US","541.20","17.80","30914","327","SMALL","0","1990-07-25",""
"1990-065U","CRRES DEB (CANISTER)","27051","US","526.65","18.37","30125","324","MEDIUM","0","1990-07-25",""
"1989-062M","ARIANE 44LP DEB","27049","FR","541.50","8.43","30904","354","MEDIUM","0","1989-08-08",""
"1989-062L","ARIANE 44LP DEB","27048","FR","401.24","8.67","22937","348","LARGE","0","1989-08-08",""
"1989-062K","ARIANE 44LP DEB","27047","FR","539.84","8.99","30717","451","MEDIUM","0","1989-08-08",""
"1989-006AB","ARIANE 2 DEB","27046","FR","642.28","7.76","35747","815","MEDIUM","0","1989-01-27",""
"1989-006AA","ARIANE 2 DEB","27045","FR","639.04","8.82","35692","703","SMALL","0","1989-01-27",""
"1989-006Z","ARIANE 2 DEB","27044","FR","618.91","8.11","34867","491","SMALL","0","1989-01-27",""
"1989-006Y","ARIANE 2 DEB","27043","FR","639.99","7.83","35721","724","MEDIUM","0","1989-01-27",""
"1989-006X","ARIANE 2 DEB","27042","FR","639.72","7.74","35731","700","MEDIUM","0","1989-01-27",""
"1989-006W","ARIANE 2 DEB","27041","FR","632.56","8.47","35599","464","MEDIUM","0","1989-01-27",""
"1989-006V","ARIANE 2 DEB","27040","FR","643.57","8.31","35725","903","MEDIUM","0","1989-01-27",""
"1989-006U","ARIANE 2 DEB","27039","FR","636.85","7.95","35694","590","MEDIUM","0","1989-01-27",""
"1989-006T","ARIANE 2 DEB","27038","FR","626.73","8.80","35346","416","MEDIUM","0","1989-01-27",""
"1989-006S","ARIANE 2 DEB","27037","FR","633.14","8.07","35575","518","SMALL","0","1989-01-27",""
"1989-006R","ARIANE 2 DEB","27036","FR","638.06","9.18","35731","615","MEDIUM","0","1989-01-27",""
"1989-006Q","ARIANE 2 DEB","27035","FR","618.41","7.96","34800","532","MEDIUM","0","1989-01-27",""
"1989-006P","ARIANE 2 DEB","27034","FR","640.54","7.80","35721","751","MEDIUM","0","1989-01-27",""
"1989-006N","ARIANE 2 DEB","27033","FR","621.23","8.36","34984","494","MEDIUM","0","1989-01-27",""
"1989-006M","ARIANE 2 DEB","27032","FR","629.80","8.41","35397","524","MEDIUM","0","1989-01-27",""
"1989-006L","ARIANE 2 DEB","27031","FR","499.95","8.13","28637","339","MEDIUM","0","1989-01-27",""
"1989-006K","ARIANE 2 DEB","27030","FR","616.30","8.54","34737","485","MEDIUM","0","1989-01-27",""
"1989-006J","ARIANE 2 DEB","27029","FR","632.43","8.29","35442","615","MEDIUM","0","1989-01-27",""
"1989-006H","ARIANE 2 DEB","27028","FR","633.61","8.00","35573","544","MEDIUM","0","1989-01-27",""
"1988-081K","ARIANE 3 DEB","27027","FR","651.32","7.96","36285","739","MEDIUM","0","1988-09-08",""
"1988-081J","ARIANE 3 DEB","27026","FR","621.77","7.21","34968","538","MEDIUM","0","1988-09-08",""
"1986-026J","ARIANE 3 DEB","27025","FR","591.17","6.29","33496","414","MEDIUM","0","1986-03-28",""
"2001-056G","SL-16 DEB","27007","CIS","104.77","99.22","994","973","SMALL","0","2001-12-10",""
"2001-056F","SL-16 R/B","27006","CIS","105.04","99.38","1007","985","LARGE","0","2001-12-10",""
"2001-056E","REFLECTOR","27005","CIS","105.05","99.39","1011","983","MEDIUM","0","2001-12-10",""
"2001-056D","MAROC TUBSAT","27004","GER","105.10","99.43","1014","985","MEDIUM","0","2001-12-10",""
"2001-056C","BADR B","27003","PAKI","105.09","99.42","1013","984","MEDIUM","0","2001-12-10",""
"2001-056B","KOMPASS","27002","CIS","105.09","99.42","1013","984","MEDIUM","0","2001-12-10",""
"2001-056A","METEOR 3M","27001","CIS","105.20","99.48","1013","994","LARGE","0","2001-12-10",""
"2001-055D","DELTA 2 DEB (DPAF)","27000","US","112.09","66.04","1332","1313","LARGE","0","2001-12-07",""
"2001-055B","TIMED","26998","US","96.77","74.07","605","603","LARGE","0","2001-12-07",""
"2001-055A","JASON","26997","US","112.15","66.04","1332","1319","LARGE","0","2001-12-07",""
"2001-053F","SL-12 R/B(2)","26992","CIS","674.17","62.97","19127","19054","LARGE","0","2001-12-01",""
"2001-053C","COSMOS 2380 (GLONASS)","26989","CIS","675.73","62.96","19141","19119","LARGE","0","2001-12-01",""
"2001-053B","COSMOS 2381 (GLONASS)","26988","CIS","675.72","62.97","19229","19031","LARGE","0","2001-12-01",""
"2001-053A","COSMOS 2382 (GLONASS)","26987","CIS","675.72","62.96","19143","19116","LARGE","0","2001-12-01",""
"2001-052A","DIRECTV 4S","26985","US","1436.09","0.01","35798","35775","LARGE","0","2001-11-27",""
"1987-020DU","COSMOS 1823 DEB","26982","CIS","115.92","73.60","1521","1473","SMALL","0","1987-02-20",""
"1992-072L","ARIANE 42P+ DEB","26981","FR","497.94","9.62","27880","984","MEDIUM","0","1992-10-28",""
"1992-093JK","SL-16 DEB","26980","CIS","99.72","71.11","813","677","SMALL","0","1992-12-25",""
"1980-057J","COSMOS 1191 DEB","26978","CIS","721.12","67.52","35845","4675","MEDIUM","0","1980-07-02",""
"1980-057H","COSMOS 1191 DEB","26977","CIS","721.00","65.88","36318","4196","MEDIUM","0","1980-07-02",""
"1978-066F","COSMOS 1024 DEB","26975","CIS","700.09","66.96","36040","3439","MEDIUM","0","1978-06-28",""
"1978-066E","COSMOS 1024 DEB","26974","CIS","704.41","66.78","34638","5055","SMALL","0","1978-06-28",""
"1993-016AJ","SL-16 DEB","26968","CIS","100.59","71.00","795","778","SMALL","0","1993-03-26",""
"1993-017E","DELTA 2 DEB","26967","US","205.52","34.97","10095","221","SMALL","0","1993-03-30",""
"1977-047E","COSMOS 917 DEB","26964","CIS","710.73","64.81","36336","3670","MEDIUM","0","1977-06-16",""
"1966-040M","NIMBUS 2 DEB","26962","US","106.88","100.32","1123","1041","SMALL","0","1966-05-15",""
"2001-049D","PSLV R/B","26960","IND","95.52","97.75","582","505","LARGE","0","2001-10-22",""
"2001-049C","BIRD 2","26959","GER","93.74","97.85","464","452","MEDIUM","0","2001-10-22",""
"2001-049B","PROBA 1","26958","ESA","","","","","","0","2001-10-22","NO ELEMENTS AVAILABLE"
"2001-049A","TES","26957","IND","95.31","97.68","559","507","LARGE","0","2001-10-22",""
"2001-046B","ATLAS 2AS CENTAUR R/B","26949","US","","","","","","0","2001-10-11","NO ELEMENTS AVAILABLE"
"2001-046A","USA 162","26948","US","","","","","","0","2001-10-11","NO ELEMENTS AVAILABLE"
"2001-045D","SL-12 R/B(2)","26939","CIS","1435.44","11.62","35893","35654","LARGE","0","2001-10-06",""
"2001-045A","RADUGA 1-6","26936","CIS","1473.24","11.98","36573","36448","LARGE","0","2001-10-06",""
"2001-044A","USA 161","26934","US","","","","","","0","2001-10-05","NO ELEMENTS AVAILABLE"
"2001-043D","SAPPHIRE","26932","US","100.68","67.06","797","784","MEDIUM","0","2001-09-30",""
"2001-043C","PCSAT","26931","US","100.66","67.05","795","785","MEDIUM","0","2001-09-30",""
"2001-043B","PICOSAT 9","26930","US","100.65","67.00","797","782","MEDIUM","0","2001-09-30",""
"2001-042A","EUTELSAT 12 WEST B","26927","EUTE","1436.09","0.06","35808","35765","LARGE","0","2001-09-25",""
"1984-023J","ARIANE 1 DEB","26924","ESA","571.71","8.43","31812","1067","MEDIUM","0","1984-03-05",""
"1984-023H","ARIANE 1 DEB","26922","ESA","519.76","9.22","28843","1228","MEDIUM","0","1984-03-05",""
"1985-093C","ATLAS 55E DEB","26921","US","369.23","63.59","20313","1028","SMALL","0","1985-10-09",""
"1980-085H","COSMOS 1217 DEB","26919","CIS","702.71","71.93","34964","4644","MEDIUM","0","1980-10-24",""
"1980-085G","COSMOS 1217 DEB","26918","CIS","700.58","70.51","35923","3580","MEDIUM","0","1980-10-24",""
"1980-050H","COSMOS 1188 DEB","26917","CIS","760.82","70.22","36566","5891","MEDIUM","0","1980-06-14",""
"1981-021Q","COSMOS 1249 COOLANT","26911","CIS","103.54","64.96","949","902","SMALL","0","1981-03-05",""
"2001-040C","USA 160 DEB","26907","US","","","","","","0","2001-09-08","NO ELEMENTS AVAILABLE"
"2001-040B","ATLAS 2AS CENTAUR R/B","26906","US","","","","","","0","2001-09-08","NO ELEMENTS AVAILABLE"
"2001-040A","USA 160","26905","US","","","","","","0","2001-09-08","NO ELEMENTS AVAILABLE"
"2001-039B","ARIANE 44L R/B","26901","FR","508.21","7.21","29180","255","LARGE","0","2001-08-30",""
"2001-039A","INTELSAT 902","26900","ITSO","1436.11","0.01","35800","35774","LARGE","0","2001-08-30",""
"2001-038B","H-2A R/B","26899","JPN","578.31","28.01","32929","302","LARGE","0","2001-08-29",""
"2001-038A","LRE","26898","JPN","576.80","28.26","32874","276","MEDIUM","0","2001-08-29",""
"2001-037D","SL-12 R/B(2)","26895","CIS","1437.17","10.78","35895","35721","LARGE","0","2001-08-24",""
"2001-037A","COSMOS 2379","26892","CIS","1436.25","10.81","35810","35770","LARGE","0","2001-08-24",""
"2001-033E","USA 159 DEB","26887","US","","","","","","0","2001-08-06","NO ELEMENTS AVAILABLE"
"2001-034C","DELTA 2 R/B(2)","26886","US","","","","","","0","2001-08-08","HELIOCENTRIC ORBIT (SUN)"
"2001-034A","GENESIS","26884","US","","","","","","0","2001-08-08","HELIOCENTRIC ORBIT (SUN)"
"2001-033D","IUS R/B(2)","26883","US","","","","","","0","2001-08-06","NO ELEMENTS AVAILABLE"
"2001-033C","IUS R/B(1)","26882","US","","","","","","0","2001-08-06","NO ELEMENTS AVAILABLE"
"2001-033A","USA 159","26880","US","","","","","","0","2001-08-06",""
"2001-031A","GOES 12","26871","US","1452.55","7.15","36146","36070","LARGE","0","2001-07-23",""
"2001-029A","ARTEMIS","26863","ESA","1450.32","13.14","36099","36030","LARGE","0","2001-07-12",""
"1978-026HV","DELTA 1 DEB","26861","US","100.83","98.46","871","725","SMALL","0","1978-03-05",""
"2001-027A","WMAP","26859","US","","","","","","0","2001-06-30","L2 LAGRANGIAN ORBIT"
"2001-026B","ATLAS 2AS CENTAUR R/B","26858","US","346.40","45.02","10110","9811","LARGE","0","2001-06-19",""
"2001-026A","ICO F2","26857","NICO","366.97","44.80","10629","10573","LARGE","0","2001-06-19",""
"2001-025C","SL-12 R/B(2)","26855","CIS","779.25","16.81","35675","7671","LARGE","0","2001-06-16",""
"2001-025A","ASTRA 2C","26853","SES","1436.06","1.40","35798","35774","LARGE","0","2001-06-16",""
"1992-058E","DELTA 2 DEB","26851","US","202.90","34.73","9876","244","SMALL","0","1992-09-09",""
"1992-072K","ARIANE 42P+ DEB","26850","FR","496.70","7.74","27789","1005","MEDIUM","0","1992-10-28",""
"1985-118AC","SL-12 DEB","26849","CIS","257.01","65.37","13092","933","SMALL","0","1985-12-24",""
"1975-124C","SL-3 DEB","26848","CIS","102.17","81.28","871","852","SMALL","0","1975-12-25",""
"1975-052LB","DELTA 1 DEB","26847","US","108.52","99.82","1227","1090","SMALL","0","1975-06-12",""
"1975-052LA","DELTA 1 DEB","26846","US","109.77","99.76","1348","1085","SMALL","0","1975-06-12",""
"1975-052KZ","DELTA 1 DEB","26845","US","113.86","99.19","1742","1065","SMALL","0","1975-06-12",""
"1975-052KY","DELTA 1 DEB","26844","US","105.91","99.86","1073","1001","SMALL","0","1975-06-12",""
"1975-052KX","DELTA 1 DEB","26843","US","108.95","99.67","1266","1090","SMALL","0","1975-06-12",""
"1975-052KW","DELTA 1 DEB","26842","US","105.01","99.69","1029","961","SMALL","0","1975-06-12",""
"1975-052KV","DELTA 1 DEB","26841","US","112.14","99.92","1727","922","SMALL","0","1975-06-12",""
"1975-052KU","DELTA 1 DEB","26840","US","113.18","99.71","1658","1088","SMALL","0","1975-06-12",""
"1975-052KT","DELTA 1 DEB","26839","US","108.28","99.88","1210","1084","SMALL","0","1975-06-12",""
"1975-052KS","DELTA 1 DEB","26838","US","111.44","99.25","1533","1053","SMALL","0","1975-06-12",""
"1975-052KR","DELTA 1 DEB","26837","US","110.43","99.73","1465","1029","SMALL","0","1975-06-12",""
"1975-052KQ","DELTA 1 DEB","26836","US","108.56","99.77","1240","1081","SMALL","0","1975-06-12",""
"1975-052KP","DELTA 1 DEB","26835","US","104.95","99.63","1024","960","SMALL","0","1975-06-12",""
"1975-052KN","DELTA 1 DEB","26834","US","108.04","100.04","1178","1094","SMALL","0","1975-06-12",""
"1975-052KM","DELTA 1 DEB","26833","US","113.11","99.72","1656","1083","SMALL","0","1975-06-12",""
"1975-052KL","DELTA 1 DEB","26832","US","117.93","99.62","2085","1091","SMALL","0","1975-06-12",""
"1975-052KK","DELTA 1 DEB","26831","US","105.81","99.84","1083","981","SMALL","0","1975-06-12",""
"1975-052KJ","DELTA 1 DEB","26830","US","108.89","99.73","1282","1069","SMALL","0","1975-06-12",""
"1975-052KH","DELTA 1 DEB","26829","US","109.95","99.66","1419","1030","SMALL","0","1975-06-12",""
"1975-052KG","DELTA 1 DEB","26828","US","103.70","99.55","976","891","SMALL","0","1975-06-12",""
"1975-052KF","DELTA 1 DEB","26827","US","108.41","99.74","1238","1068","SMALL","0","1975-06-12",""
"1975-052KE","DELTA 1 DEB","26826","US","110.96","99.63","1501","1040","SMALL","0","1975-06-12",""
"2001-024A","INTELSAT 901","26824","ITSO","1436.09","0.46","35799","35774","LARGE","0","2001-06-09",""
"1975-052KD","DELTA 1 DEB","26823","US","106.69","100.06","1108","1039","SMALL","0","1975-06-12",""
"1975-052KC","DELTA 1 DEB","26822","US","112.20","99.71","1568","1087","SMALL","0","1975-06-12",""
"1970-025QQ","THORAD AGENA D DEB","26821","US","100.87","100.00","854","746","SMALL","0","1970-04-08",""
"2001-023B","SL-8 R/B","26819","CIS","104.69","82.92","996","964","LARGE","0","2001-06-08",""
"2001-023A","COSMOS 2378","26818","CIS","104.81","82.93","1010","961","LARGE","0","2001-06-08",""
"1966-076H","TRANSIT 14 DEB","26817","US","105.49","88.85","1047","987","SMALL","0","1966-08-18",""
"1966-040L","NIMBUS 2 DEB","26816","US","106.80","100.33","1126","1030","SMALL","0","1966-05-15",""
"1989-001P","SL-12 DEB","26813","CIS","141.04","65.49","4398","796","MEDIUM","0","1989-01-10",""
"1988-109P","ARIANE 44LP DEB","26812","FR","649.62","6.82","35928","1009","MEDIUM","0","1988-12-11",""
"1988-109M","ARIANE 44LP DEB","26810","FR","665.82","7.10","36961","799","MEDIUM","0","1988-12-11",""
"1988-063J","ARIANE 3 DEB","26809","FR","539.30","6.57","30752","386","MEDIUM","0","1988-07-21",""
"1988-109L","ARIANE 44LP DEB","26808","FR","671.82","6.76","37356","706","MEDIUM","0","1988-12-11",""
"1988-081H","ARIANE 3 DEB","26807","FR","662.50","5.71","36532","1059","MEDIUM","0","1988-09-08",""
"1988-081G","ARIANE 3 DEB","26806","FR","662.66","5.79","36523","1077","LARGE","0","1988-09-08",""
"1985-118AB","SL-12 DEB","26804","CIS","254.44","64.61","12893","952","SMALL","0","1985-12-24",""
"1985-118AA","SL-12 DEB","26803","CIS","207.92","63.72","9896","600","SMALL","0","1985-12-24",""
"1985-118Z","SL-12 DEB","26802","CIS","248.23","64.81","12381","1030","SMALL","0","1985-12-24",""
"1990-102G","SL-12 DEB","26795","CIS","151.69","46.37","4976","1111","MEDIUM","0","1990-11-23",""
"1991-015L","ARIANE 44LP DEB","26794","FR","500.84","7.59","28362","664","MEDIUM","0","1991-03-02",""
"1992-009D","DELTA 2 DEB","26792","US","228.62","34.45","11766","248","SMALL","0","1992-02-23",""
"1992-019D","DELTA 2 DEB","26791","US","180.88","34.66","8213","220","SMALL","0","1992-04-10",""
"1992-021Q","ARIANE 44L+ DEB","26790","FR","645.37","3.38","35659","1061","MEDIUM","0","1992-04-15",""
"1986-010E","CZ-3 DEB","26788","PRC","548.28","30.69","30965","659","SMALL","0","1986-02-01",""
"1985-056M","ARIANE 1 DEB","26787","FR","636.34","7.40","35298","959","MEDIUM","0","1985-07-02",""
"1981-016J","COSMOS 1247 DEB","26786","CIS","701.92","67.75","35459","4111","MEDIUM","0","1981-02-19",""
"1984-035C","CZ-3 DEB","26785","PRC","517.61","30.29","29522","432","SMALL","0","1984-04-08",""
"1965-108BB","TITAN 3C TRANSTAGE DEB","26783","US","537.08","27.41","29967","1051","MEDIUM","0","1965-12-21",""
"1965-108BA","TITAN 3C TRANSTAGE DEB","26782","US","184.24","26.46","8411","284","MEDIUM","0","1965-12-21",""
"1965-108AZ","TITAN 3C TRANSTAGE DEB","26781","US","430.36","27.49","24496","511","MEDIUM","0","1965-12-21",""
"1965-108AY","TITAN 3C TRANSTAGE DEB","26780","US","556.32","26.88","30181","1876","MEDIUM","0","1965-12-21",""
"1965-108AX","TITAN 3C TRANSTAGE DEB","26779","US","553.68","26.93","31026","890","SMALL","0","1965-12-21",""
"1965-108AW","TITAN 3C TRANSTAGE DEB","26778","US","543.78","27.70","30652","730","MEDIUM","0","1965-12-21",""
"1965-108AV","TITAN 3C TRANSTAGE DEB","26777","US","561.08","26.92","31182","1130","MEDIUM","0","1965-12-21",""
"2001-020A","USA 158","26770","US","","","","","","0","2001-05-18","NO ELEMENTS AVAILABLE"
"2001-019D","BLOCK DM R/B","26769","CIS","771.29","17.75","35961","7002","LARGE","0","2001-05-15",""
"2001-019A","INTELSAT 10 (PAS 10)","26766","US","1436.07","2.50","35792","35780","LARGE","0","2001-05-15",""
"1965-108AU","TITAN 3C TRANSTAGE DEB","26765","US","536.18","26.73","30207","761","MEDIUM","0","1965-12-21",""
"1965-108AT","TITAN 3C TRANSTAGE DEB","26764","US","540.37","26.25","30500","696","SMALL","0","1965-12-21",""
"1965-108AS","TITAN 3C TRANSTAGE DEB","26763","US","525.85","26.41","29759","646","SMALL","0","1965-12-21",""
"2001-018B","BLOCK DM-SL R/B","26762","SEAL","643.30","1.57","35721","894","LARGE","0","2001-05-08",""
"2001-018A","XM-1","26761","US","1454.40","2.08","36169","36119","LARGE","0","2001-05-08",""
"1977-068H","COSMOS 931 DEB","26760","CIS","716.62","64.85","38102","2196","MEDIUM","0","1977-07-20",""
"1999-057MD","CZ-4 DEB","26756","PRC","100.12","98.61","825","704","SMALL","0","1999-10-14",""
"1999-057MC","CZ-4 DEB","26755","PRC","97.94","98.32","704","616","SMALL","0","1999-10-14",""
"1999-057MB","CZ-4 DEB","26754","PRC","97.57","98.54","686","599","SMALL","0","1999-10-14",""
"2001-015A","GSAT 1","26745","IND","1386.97","11.57","35809","33830","LARGE","0","2001-04-18",""
"1979-028C","SL-8 DEB","26743","CIS","104.69","82.92","1002","959","SMALL","0","1979-04-07",""
"1992-072J","ARIANE 42P+ DEB","26741","FR","492.64","7.81","27869","700","MEDIUM","0","1992-10-28",""
"1994-029AEH","PEGASUS DEB","26740","US","96.61","81.87","676","517","SMALL","0","1994-05-19",""
"2001-014C","BREEZE-M R/B","26738","CIS","1469.91","12.59","37179","35712","MEDIUM","0","2001-04-07",""
"2001-014A","EKRAN 21","26736","CIS","1445.96","12.15","36103","35856","LARGE","0","2001-04-07",""
"2001-013B","MARS ODYSSEY R/B(PAM-D)","26735","US","","","","","","0","2001-04-07","HELIOCENTRIC ORBIT (SUN)"
"2001-013A","MARS ODYSSEY","26734","US","","","","","","0","2001-04-07","MARS ORBIT"
"1965-027BG","OPS 4682 DEB","26733","US","111.31","90.30","1314","1260","SMALL","0","1965-04-03",""
"1965-027BF","OPS 4682 DEB","26732","US","111.24","90.30","1318","1249","SMALL","0","1965-04-03",""
"1965-027BE","OPS 4682 DEB","26731","US","111.28","90.31","1304","1267","SMALL","0","1965-04-03",""
"1989-006G","ARIANE 2 DEB","26729","FR","626.52","8.57","35306","445","LARGE","0","1989-01-27",""
"1989-006F","ARIANE 2 DEB","26728","FR","601.23","8.28","33951","486","LARGE","0","1989-01-27",""
"1989-006E","ARIANE 2 DEB","26727","FR","631.73","8.29","35471","549","MEDIUM","0","1989-01-27",""
"1989-006D","ARIANE 2 DEB","26726","FR","633.98","8.09","35596","540","MEDIUM","0","1989-01-27",""
"2001-012B","BLOCK DM-SL R/B","26725","SEAL","644.07","1.13","35755","898","LARGE","0","2001-03-18",""
"2001-012A","XM-2","26724","US","1453.35","3.11","36136","36112","LARGE","0","2001-03-18",""
"2001-011D","ARIANE 5 DEB (SYLDA)","26722","FR","646.05","1.70","35885","870","LARGE","0","2001-03-08",""
"2001-011C","ARIANE 5 R/B","26721","FR","641.24","1.22","35623","886","LARGE","0","2001-03-08",""
"2001-011B","BSAT-2A","26720","JPN","1451.95","4.88","36123","36070","LARGE","0","2001-03-08",""
"2001-011A","EUTE 28A (EB 1)","26719","EUTE","1436.07","0.54","35806","35766","LARGE","0","2001-03-08",""
"1989-006C","ARIANE 2 DEB","26717","FR","636.55","8.01","35683","585","LARGE","0","1989-01-27",""
"2001-009B","TITAN 4 CENTAUR R/B","26716","US","","","","","","0","2001-02-27","NO ELEMENTS AVAILABLE"
"2001-009A","USA 157","26715","US","","","","","","0","2001-02-27",""
"2001-007B","SL-18 R/B","26703","CIS","96.23","97.71","581","575","LARGE","0","2001-02-20",""
"2001-007A","ODIN","26702","SWED","95.51","97.59","550","537","LARGE","0","2001-02-20",""
"1975-052KB","DELTA 1 DEB","26701","US","106.45","100.01","1257","867","SMALL","0","1975-06-12",""
"2001-006B","ISS (DESTINY)","26700","ISS","","","","","LARGE","0","2001-02-07","DOCKED TO ISS"
"2001-005C","ARIANE 44L R/B","26696","FR","561.43","7.31","32038","293","LARGE","0","2001-02-07",""
"2001-005B","SKYNET 4F","26695","UK","1436.13","9.39","35800","35774","LARGE","0","2001-02-07",""
"2001-005A","SICRAL 1","26694","IT","","","","","","0","2001-02-07",""
"2001-004A","NAVSTAR 50 (USA 156)","26690","US","717.94","53.14","20690","19672","LARGE","0","2001-01-30",""
"1985-056K","ARIANE 1 DEB","26685","FR","665.40","7.55","36657","1081","MEDIUM","0","1985-07-02",""
"1985-056J","ARIANE 1 DEB","26684","FR","609.83","5.86","34304","582","MEDIUM","0","1985-07-02",""
"1985-056H","ARIANE 1 DEB","26683","FR","646.41","5.73","35951","822","MEDIUM","0","1985-07-02",""
"1984-023G","ARIANE 1 DEB","26681","ESA","555.59","8.64","31354","664","MEDIUM","0","1984-03-05",""
"1981-071L","COSMOS 1285 DEB","26680","CIS","726.47","65.75","37170","3612","MEDIUM","0","1981-08-04",""
"1980-085F","COSMOS 1217 DEB","26679","CIS","691.79","68.38","34985","4079","SMALL","0","1980-10-24",""
"1980-085E","COSMOS 1217 DEB","26678","CIS","679.42","64.34","37776","669","MEDIUM","0","1980-10-24",""
"1980-050G","COSMOS 1188 DEB","26677","CIS","745.51","73.27","35197","6517","MEDIUM","0","1980-06-14",""
"1980-050F","COSMOS 1188 DEB","26676","CIS","743.63","69.10","37976","3647","MEDIUM","0","1980-06-14",""
"1980-050E","COSMOS 1188 DEB","26675","CIS","740.92","71.45","37072","4418","SMALL","0","1980-06-14",""
"1968-055F","DELTA 1 DEB","26672","US","128.92","120.57","3513","638","SMALL","0","1968-07-04",""
"1966-077Z","OPS 0856 DEB","26671","US","166.29","90.28","4330","2947","SMALL","0","1966-08-19",""
"1966-040K","NIMBUS 2 DEB","26670","US","105.12","100.32","1037","963","SMALL","0","1966-05-15",""
"1966-040J","NIMBUS 2 DEB","26669","US","105.51","100.16","1050","987","SMALL","0","1966-05-15",""
"2001-002A","TURKSAT 2A","26666","TURK","1466.29","2.17","36416","36335","LARGE","0","2001-01-10",""
"1999-057LT","CZ-4 DEB","26661","PRC","98.54","98.38","739","639","SMALL","0","1999-10-14",""
"1999-057LQ","CZ-4 DEB","26658","PRC","99.55","98.48","792","682","SMALL","0","1999-10-14",""
"1999-057LL","CZ-4 DEB","26654","PRC","100.13","98.78","859","670","SMALL","0","1999-10-14",""
"1999-057LG","CZ-4 DEB","26650","PRC","97.32","98.54","639","622","SMALL","0","1999-10-14",""
"1984-069V","COSMOS 1579 COOLANT","26648","CIS","103.61","65.04","956","903","SMALL","0","1984-06-29",""
"1984-069U","COSMOS 1579 COOLANT","26647","CIS","103.58","65.05","962","894","SMALL","0","1984-06-29",""
"1984-069T","COSMOS 1579 COOLANT","26646","CIS","103.57","65.05","971","883","SMALL","0","1984-06-29",""
"1984-069S","COSMOS 1579 COOLANT","26645","CIS","103.53","65.05","969","883","SMALL","0","1984-06-29",""
"2000-082A","CHINASAT 31 (BEIDOU 1B)","26643","PRC","1450.88","8.64","36416","35735","LARGE","0","2000-12-20",""
"2000-081B","AMC-8 (GE-8)","26639","SES","1436.11","0.03","35795","35778","LARGE","0","2000-12-20",""
"2000-081A","ASTRA 2D","26638","SES","1436.09","4.55","35794","35779","MEDIUM","0","2000-12-20",""
"2000-080B","ATLAS 2AS CENTAUR R/B","26636","US","","","","","","0","2000-12-06","NO ELEMENTS AVAILABLE"
"2000-080A","USA 155","26635","US","","","","","","0","2000-12-06","NO ELEMENTS AVAILABLE"
"1984-069R","COSMOS 1579 COOLANT","26634","CIS","103.51","65.05","969","880","SMALL","0","1984-06-29",""
"1983-070G","COSMOS 1481 DEB","26633","CIS","718.23","66.50","38775","1602","SMALL","0","1983-07-08",""
"2000-077D","SL-12 R/B(2)","26629","CIS","989.02","61.63","41567","11441","MEDIUM","0","2000-11-30",""
"2000-077A","SIRIUS 3","26626","US","906.68","62.16","24679","24627","LARGE","0","2000-11-30",""
"2000-076A","ANIK F1","26624","CA","1436.10","0.02","35799","35775","LARGE","0","2000-11-21",""
"2000-075E","DELTA 2 DEB (DPAF)","26623","US","95.10","98.08","525","522","LARGE","0","2000-11-21",""
"2000-075D","DELTA 2 R/B","26622","US","110.40","95.41","1791","698","LARGE","0","2000-11-21",""
"2000-075C","MUNIN","26621","SWED","110.41","95.40","1789","703","MEDIUM","0","2000-11-21",""
"2000-075B","SAC C","26620","ARGN","98.71","98.18","698","696","LARGE","0","2000-11-21",""
"2000-075A","EO 1","26619","US","98.33","97.81","687","671","LARGE","0","2000-11-21",""
"1978-026HU","DELTA 1 DEB","26614","US","100.46","98.63","855","706","SMALL","0","1978-03-05",""
"2000-072F","ARIANE 5 DEB (SYLDA)","26613","FR","709.36","6.22","39302","637","LARGE","0","2000-11-16",""
"2000-072E","ARIANE 5 R/B","26612","FR","713.77","6.28","39521","636","LARGE","0","2000-11-16",""
"2000-072D","STRV 1D","26611","UK","708.14","6.23","39245","633","MEDIUM","0","2000-11-16",""
"2000-072C","STRV 1C","26610","UK","707.63","6.23","39216","636","MEDIUM","0","2000-11-16",""
"2000-072B","AMSAT OSCAR 40","26609","GER","1146.61","6.30","58855","966","LARGE","0","2000-11-16",""
"2000-072A","INTELSAT 1R (PAS 1R)","26608","US","1436.09","1.29","35790","35783","LARGE","0","2000-11-16",""
"2000-071A","NAVSTAR 49 (USA 154)","26605","US","717.96","55.05","20454","19909","LARGE","0","2000-11-10",""
